,precos,bairros,tamanhos,quartos,banheiros,vagas
4033,R$ 1.490.000,"Quinta Ranieri, Bauru",563 m² tot.,3 quartos,5 ban.,4 vagas
4034,R$ 1.200.000,"Jardim Estoril, Bauru",481 m² tot.,4 quartos,4 ban.,8 vagas
4035,R$ 1.800.000,"Vila Santista, Bauru",360 m² tot.,3 quartos,4 ban.,4 vagas
4036,R$ 330.000,"Parque Residencial Castelo, Bauru",259 m² tot.,3 quartos,3 ban.,4 vagas
4037,R$ 190.000,"Jardim Vânia Maria, Bauru",126 m² tot.,2 quartos,1 banheiro,1 vaga
4038,R$ 129.948,"Vila São Paulo, Bauru",50 m² tot.,2 quartos,,
4039,R$ 100.741,"Parque Industrial Manchester, Bauru",50 m² tot.,2 quartos,,1 vaga
4040,R$ 57.891,"Pousada da Esperança I, Bauru",50 m² tot.,,,
4041,R$ 480.000,"Vila Pacífico II, Bauru",484 m² tot.,3 quartos,1 banheiro,6 vagas
4042,R$ 490.000,"Jardim Terra Branca, Bauru",340 m² tot.,3 quartos,2 ban.,3 vagas
4043,R$ 400.000,"Novo Jardim Pagani, Bauru",225 m² tot.,3 quartos,1 banheiro,2 vagas
4044,R$ 540.000,"Jardim Vânia Maria, Bauru",275 m² tot.,3 quartos,3 ban.,2 vagas
4045,R$ 495.000,"Jardim Bela Vista, Bauru",300 m² tot.,2 quartos,1 banheiro,4 vagas
4046,R$ 550.000,"Jardim Vânia Maria, Bauru",250 m² tot.,3 quartos,4 ban.,2 vagas
4047,R$ 340.000,"Parque São João, Bauru",200 m² tot.,3 quartos,2 ban.,2 vagas
4048,R$ 325.000,"Parque São João, Bauru",260 m² tot.,2 quartos,1 banheiro,2 vagas
4049,R$ 250.000,"Parque Júlio Nóbrega, Bauru",200 m² tot.,3 quartos,2 ban.,2 vagas
4050,R$ 460.000,"Parque Vista Alegre, Bauru",385 m² tot.,3 quartos,2 ban.,3 vagas
4051,R$ 390.000,"Residencial Jardim Jussara, Bauru",142 m² tot.,3 quartos,3 ban.,2 vagas
4052,R$ 680.000,"Vila Alto Paraíso, Bauru",504 m² tot.,3 quartos,2 ban.,4 vagas
4053,R$ 280.000,"Jardim Vânia Maria, Bauru",138 m² tot.,3 quartos,2 ban.,2 vagas
4054,R$ 890.000,"Parque Vista Alegre, Bauru",340 m² tot.,3 quartos,5 ban.,4 vagas
4055,R$ 280.000,"Jardim Nova Esperança, Bauru",176 m² tot.,2 quartos,1 banheiro,2 vagas
4056,R$ 700.000,"Parque Vista Alegre, Bauru",360 m² tot.,4 quartos,4 ban.,4 vagas
4057,R$ 240.000,"Jardim Gerson França, Bauru",135 m² tot.,2 quartos,1 banheiro,2 vagas
4058,R$ 340.000,"Núcleo Habitacional Mary Dota, Bauru",200 m² tot.,2 quartos,3 ban.,2 vagas
4059,R$ 600.000,"Jardim Terra Branca, Bauru",360 m² tot.,4 quartos,3 ban.,2 vagas
4060,R$ 590.000,"Jardim Bela Vista, Bauru",300 m² tot.,3 quartos,4 ban.,3 vagas
4061,R$ 510.000,"Vila Alto Paraíso, Bauru",182 m² tot.,3 quartos,2 ban.,2 vagas
4062,R$ 550.000,"Jardim Vânia Maria, Bauru",250 m² tot.,3 quartos,4 ban.,2 vagas
4063,R$ 3.400.000,"Residencial Lago Sul, Bauru",465 m² tot.,3 quartos,4 ban.,4 vagas
4064,R$ 290.000,"Parque Santa Edwiges, Bauru",180 m² tot.,3 quartos,2 ban.,3 vagas
4065,R$ 700.000,"Parque Vista Alegre, Bauru",360 m² tot.,4 quartos,4 ban.,4 vagas
4066,R$ 280.000,"Jardim Vânia Maria, Bauru",138 m² tot.,3 quartos,2 ban.,2 vagas
4067,R$ 350.000,"Jardim Nova Esperança, Bauru",242 m² tot.,2 quartos,2 ban.,5 vagas
4068,R$ 345.000,"Núcleo Residencial Perdizes, Bauru",200 m² tot.,3 quartos,2 ban.,3 vagas
4069,R$ 280.000,"Parque Santa Cecília, Bauru",182 m² tot.,2 quartos,2 ban.,
4070,R$ 1.300.000,"Jardim Estoril III, Bauru",350 m² tot.,3 quartos,5 ban.,3 vagas
4071,R$ 240.000,"Jardim Gerson França, Bauru",135 m² tot.,2 quartos,1 banheiro,2 vagas
4072,R$ 435.000,"Vila Santa Luzia, Bauru",218 m² tot.,3 quartos,2 ban.,2 vagas
4073,R$ 350.000,"Parque Jardim Europa, Bauru",124 m² tot.,3 quartos,3 ban.,2 vagas
4074,R$ 450.000,"Parque Vista Alegre, Bauru",138 m² tot.,3 quartos,2 ban.,2 vagas
4075,R$ 480.000,"Parque Alto Sumaré, Bauru",200 m² tot.,3 quartos,2 ban.,2 vagas
4076,R$ 340.000,"Núcleo Habitacional Mary Dota, Bauru",200 m² tot.,2 quartos,3 ban.,2 vagas
4077,R$ 600.000,"Jardim Terra Branca, Bauru",360 m² tot.,4 quartos,3 ban.,2 vagas
4078,R$ 950.000,"Parque Jardim Europa, Bauru",200 m² tot.,3 quartos,4 ban.,4 vagas
4079,R$ 2.250.000,"Residencial Lago Sul, Bauru",450 m² tot.,3 quartos,4 ban.,2 vagas
4080,R$ 510.000,"Vila Alto Paraíso, Bauru",182 m² tot.,3 quartos,2 ban.,2 vagas
4081,R$ 1.100.000,"Vila Cidade Universitária, Bauru",324 m² tot.,3 quartos,4 ban.,4 vagas
4082,R$ 850.000,"Jardim Terra Branca, Bauru",314 m² tot.,4 quartos,3 ban.,2 vagas
4083,R$ 2.900.000,"Samambaia Parque Residencial, Bauru",560 m² tot.,3 quartos,4 ban.,4 vagas
4084,R$ 580.000,"Jardim Cruzeiro do Sul, Bauru",242 m² tot.,4 quartos,3 ban.,4 vagas
4085,R$ 2.900.000,"Residencial Lago Sul, Bauru",450 m² tot.,4 quartos,5 ban.,4 vagas
4086,R$ 450.000,"Parque Vista Alegre, Bauru",125 m² tot.,2 quartos,3 ban.,2 vagas
4087,R$ 520.000,"Novo Jardim Pagani, Bauru",300 m² tot.,4 quartos,3 ban.,2 vagas
4088,R$ 310.000,"Parque Santa Cândida, Bauru",128 m² tot.,2 quartos,1 banheiro,2 vagas
4089,R$ 550.000,"Jardim Vânia Maria, Bauru",250 m² tot.,3 quartos,4 ban.,2 vagas
4090,R$ 660.000,"Jardim Bela Vista, Bauru",200 m² tot.,3 quartos,3 ban.,2 vagas
4091,R$ 700.000,"Jardim Saira, Sorocaba",300 m² tot.,3 quartos,3 ban.,3 vagas
4092,R$ 1.200.000,"Baeta Neves, São Bernardo do Campo",323 m² tot.,4 quartos,4 ban.,5 vagas
4093,R$ 550.000,"Baeta Neves, São Bernardo do Campo",395 m² tot.,2 quartos,1 banheiro,2 vagas
4094,R$ 1.190.000,"Jardim do Lago, Atibaia",220 m² tot.,3 quartos,4 ban.,4 vagas
4095,R$ 700.000,"Graça, Belo Horizonte",360 m² tot.,2 quartos,2 ban.,1 vaga
4096,R$ 245.000,"Itaum, Joinville",60 m² tot.,2 quartos,1 banheiro,2 vagas
4097,R$ 900.000,"Baeta Neves, São Bernardo do Campo",192 m² tot.,3 quartos,3 ban.,2 vagas
4098,R$ 5.000.000,"Perdizes, São Paulo",440 m² tot.,4 quartos,6 ban.,4 vagas
4099,R$ 507.000,"Baeta Neves, São Bernardo do Campo",60 m² tot.,2 quartos,3 ban.,1 vaga
4100,R$ 265.000,"Vila São João da Boa Vista, Bauru",178 m² tot.,2 quartos,1 banheiro,1 vaga
4101,R$ 520.000,"Vila São João do Ipiranga, Bauru",182 m² tot.,3 quartos,2 ban.,
4102,R$ 350.000,"Vila São João da Boa Vista, Bauru",430 m² tot.,2 quartos,3 ban.,4 vagas
4103,R$ 1.400.000,"Piratininga, São Paulo",600 m² tot.,3 quartos,5 ban.,2 vagas
4104,R$ 920.000,"Piratininga, São Paulo",460 m² tot.,4 quartos,5 ban.,3 vagas
4105,R$ 1.200.000,"Piratininga, São Paulo",360 m² tot.,3 quartos,3 ban.,2 vagas
4106,R$ 950.000,"Piratininga, São Paulo",450 m² tot.,3 quartos,4 ban.,2 vagas
4107,R$ 880.000,"Piratininga, São Paulo",500 m² tot.,3 quartos,5 ban.,3 vagas
4108,R$ 1.300.000,"Piratininga, São Paulo",400 m² tot.,3 quartos,5 ban.,3 vagas
4109,R$ 1.350.000,"Piratininga, São Paulo",450 m² tot.,3 quartos,4 ban.,3 vagas
4110,R$ 1.100.000,"Piratininga, São Paulo",600 m² tot.,4 quartos,5 ban.,4 vagas
4111,R$ 1.050.000,"Piratininga, São Paulo",540 m² tot.,3 quartos,5 ban.,4 vagas
4112,R$ 1.500.000,"Piratininga, São Paulo",360 m² tot.,3 quartos,5 ban.,4 vagas
4113,R$ 1.190.000,"Jardim do Lago, Atibaia",339 m² tot.,3 quartos,4 ban.,4 vagas
4114,R$ 795.000,"Jardim do Lago, Atibaia",189 m² tot.,3 quartos,4 ban.,2 vagas
4115,R$ 419.900,"Parque da Matriz, Cachoeirinha",124 m² tot.,3 quartos,2 ban.,2 vagas
4116,R$ 689.000,"Jardim do Lago, Atibaia",155 m² tot.,3 quartos,4 ban.,2 vagas
4117,R$ 514.000,"Jardim Proença, Campinas",322 m² tot.,4 quartos,2 ban.,9 vagas
4118,R$ 3.600.000,"Pacaembu, São Paulo",326 m² tot.,4 quartos,4 ban.,4 vagas
4119,R$ 700.000,"Graça, Belo Horizonte",336 m² tot.,4 quartos,2 ban.,1 vaga
4120,R$ 250.000,"Santa Cruz, Itanhaém",330 m² tot.,3 quartos,2 ban.,
4121,R$ 210.000,"Centro, Bauru",192 m² tot.,3 quartos,2 ban.,
4122,R$ 600.000,"Centro, Bauru",543 m² tot.,3 quartos,4 ban.,3 vagas
4123,R$ 451.000,"Centro, Bauru",288 m² tot.,3 quartos,4 ban.,2 vagas
4124,R$ 1.400.000,"Bauru, São Paulo",360 m² tot.,3 quartos,5 ban.,2 vagas
4125,R$ 210.000,"Centro, Bauru",192 m² tot.,3 quartos,2 ban.,
4126,R$ 260.000,"Tangarás, Bauru",165 m² tot.,3 quartos,2 ban.,2 vagas
4127,R$ 740.000,"Bauru, São Paulo",158 m² tot.,3 quartos,3 ban.,2 vagas
4128,R$ 550.000,"Bauru, São Paulo",205 m² tot.,2 quartos,3 ban.,3 vagas
4129,R$ 1.750.000,"Bauru, São Paulo",412 m² tot.,3 quartos,2 ban.,4 vagas
4130,R$ 600.000,"Centro, Bauru",543 m² tot.,3 quartos,4 ban.,3 vagas
4131,R$ 451.000,"Centro, Bauru",288 m² tot.,3 quartos,4 ban.,2 vagas
4132,R$ 277.999,"Bauru, São Paulo",150 m² tot.,2 quartos,1 banheiro,2 vagas
4133,R$ 250.000,"Tangarás, Bauru",127 m² tot.,2 quartos,2 ban.,2 vagas
4134,R$ 80.000,"Tangarás, Bauru",148 m² tot.,3 quartos,1 banheiro,1 vaga
4135,R$ 600.000,"Jardim América, Bauru",242 m² tot.,,,
4136,R$ 260.000,"Parque União, Bauru",220 m² tot.,3 quartos,2 ban.,1 vaga
4137,R$ 450.000,"Jardim América, Bauru",450 m² tot.,3 quartos,2 ban.,2 vagas
4138,R$ 460.000,"Vila Souto, Bauru",242 m² tot.,3 quartos,2 ban.,2 vagas
4139,R$ 400.000,"Vila Seabra, Bauru",142 m² tot.,3 quartos,2 ban.,2 vagas
4140,R$ 615.000,"Jardim América, Bauru",242 m² tot.,3 quartos,2 ban.,3 vagas
4141,R$ 380.000,"Jardim América, Bauru",207 m² tot.,2 quartos,2 ban.,2 vagas
4142,R$ 490.000,"Vila Industrial, Bauru",169 m² tot.,3 quartos,2 ban.,2 vagas
4143,R$ 630.000,"Vila Lemos, Bauru",255 m² tot.,3 quartos,3 ban.,2 vagas
4144,R$ 1.200.000,"Jardim Estoril, Bauru",363 m² tot.,4 quartos,2 ban.,4 vagas
4145,R$ 400.000,"Jardim Eldorado, Bauru",160 m² tot.,3 quartos,2 ban.,2 vagas
4146,R$ 1.200.000,"Vila Aviação, Bauru",250 m² tot.,3 quartos,5 ban.,4 vagas
4147,R$ 470.000,"Vila Independência, Bauru",125 m² tot.,2 quartos,2 ban.,2 vagas
4148,R$ 1.100.000,"Jardim América, Bauru",350 m² tot.,3 quartos,3 ban.,3 vagas
4149,R$ 2.200.000,"Vila Aviação, Bauru",62662 m² tot.,,,
4150,R$ 570.000,"Vila Independência, Bauru",242 m² tot.,3 quartos,3 ban.,2 vagas
4151,R$ 550.000,"Vila Riachuelo, Bauru",188 m² tot.,3 quartos,2 ban.,1 vaga
4152,R$ 750.000,"Jardim América, Bauru",374 m² tot.,3 quartos,3 ban.,3 vagas
4153,R$ 450.000,"Jardim Petrópolis, Bauru",252 m² tot.,3 quartos,3 ban.,4 vagas
4154,R$ 870.000,"Jardim Amália, Bauru",400 m² tot.,3 quartos,2 ban.,6 vagas
4155,R$ 460.000,"Vila Souto, Bauru",242 m² tot.,3 quartos,2 ban.,2 vagas
4156,R$ 379.000,"Vila Industrial, Bauru",144 m² tot.,3 quartos,2 ban.,2 vagas
4157,R$ 350.000,"Vila Santista, Bauru",250 m² tot.,3 quartos,2 ban.,2 vagas
4158,R$ 400.000,"Vila Seabra, Bauru",142 m² tot.,3 quartos,2 ban.,2 vagas
4159,R$ 250.000,"Vila Camargo, Bauru",180 m² tot.,1 quarto,1 banheiro,3 vagas
4160,R$ 600.000,"Jardim Solange, Bauru",180 m² tot.,3 quartos,2 ban.,4 vagas
4161,R$ 420.000,"Vila Lemos, Bauru",250 m² tot.,2 quartos,2 ban.,2 vagas
4162,R$ 650.000,"Vila Rocha, Bauru",400 m² tot.,4 quartos,4 ban.,2 vagas
4163,R$ 1.180.000,"Jardim Aeroporto, Bauru",412 m² tot.,3 quartos,2 ban.,2 vagas
4164,R$ 215.000,"Vila Gonçalves, Bauru",300 m² tot.,2 quartos,1 banheiro,1 vaga
4165,R$ 550.000,"Jardim Marambá, Bauru",300 m² tot.,2 quartos,1 banheiro,3 vagas
4166,R$ 490.000,"Jardim Nasralla, Bauru",335 m² tot.,3 quartos,2 ban.,2 vagas
4167,R$ 690.000,"Vila Antártica, Bauru",195 m² tot.,3 quartos,3 ban.,3 vagas
4168,R$ 870.000,"Jardim Amália, Bauru",400 m² tot.,3 quartos,2 ban.,6 vagas
4169,R$ 600.000,"Vila Industrial, Bauru",360 m² tot.,3 quartos,3 ban.,5 vagas
4170,R$ 615.000,"Jardim América, Bauru",242 m² tot.,3 quartos,2 ban.,3 vagas
4171,R$ 380.000,"Jardim América, Bauru",207 m² tot.,2 quartos,2 ban.,2 vagas
4172,R$ 490.000,"Vila Industrial, Bauru",169 m² tot.,3 quartos,2 ban.,2 vagas
4173,R$ 630.000,"Vila Lemos, Bauru",255 m² tot.,3 quartos,3 ban.,2 vagas
4174,R$ 430.000,"Vila Carolina, Bauru",132 m² tot.,2 quartos,1 banheiro,2 vagas
4175,R$ 694.000,"Vila Altinópolis, Bauru",242 m² tot.,3 quartos,3 ban.,1 vaga
4176,R$ 328.600,"Vila Ipiranga, Bauru",117 m² tot.,3 quartos,4 ban.,1 vaga
4177,R$ 350.000,"Jardim Petrópolis, Bauru",150 m² tot.,3 quartos,2 ban.,2 vagas
4178,R$ 545.000,"Vila Souto, Bauru",440 m² tot.,2 quartos,1 banheiro,
4179,R$ 1.500.000,"Vila Paulista, Bauru",1432 m² tot.,3 quartos,3 ban.,2 vagas
4180,R$ 690.000,"Jardim de Allah, Bauru",242 m² tot.,3 quartos,5 ban.,2 vagas
4181,R$ 415.000,"Vila Souto, Bauru",302 m² tot.,2 quartos,2 ban.,6 vagas
4182,R$ 300.000,"Jardim Coral, Bauru",,3 quartos,2 ban.,2 vagas
4183,R$ 1.850.000,"Vila Aviação, Bauru",,3 quartos,4 ban.,3 vagas
4184,R$ 535.000,"Jardim Solange, Bauru",180 m² tot.,3 quartos,2 ban.,2 vagas
4185,R$ 400.000,"Jardim Ferraz, Bauru",200 m² tot.,2 quartos,1 banheiro,2 vagas
4186,R$ 450.000,"Jardim Solange, Bauru",157 m² tot.,2 quartos,2 ban.,2 vagas
4187,R$ 695.000,"Jardim América, Bauru",242 m² tot.,3 quartos,3 ban.,4 vagas
4188,R$ 680.000,"Vila Industrial, Bauru",550 m² tot.,4 quartos,4 ban.,4 vagas
4189,R$ 379.000,"Vila Industrial, Bauru",144 m² tot.,2 quartos,2 ban.,2 vagas
4190,R$ 2.680.000,"Vila Cardia, Bauru",1000 m² tot.,3 quartos,4 ban.,2 vagas
4191,R$ 690.299,"Jardim de Allah, Bauru",242 m² tot.,3 quartos,5 ban.,4 vagas
4192,R$ 470.000,"Jardim Flórida, Bauru",240 m² tot.,3 quartos,2 ban.,2 vagas
4193,R$ 590.000,"Vila Independência, Bauru",400 m² tot.,4 quartos,,2 vagas
4194,R$ 147.000,"Jardim Eldorado, Bauru",120 m² tot.,1 quarto,1 banheiro,
4195,R$ 405.000,"Jardim Ferraz, Bauru",150 m² tot.,3 quartos,1 banheiro,2 vagas
4196,R$ 197.000,"Jardim Eldorado, Bauru",125 m² tot.,2 quartos,1 banheiro,1 vaga
4197,R$ 477.500,"Jardim Solange, Bauru",173 m² tot.,3 quartos,,3 vagas
4198,R$ 867.109,"Parque Jaraguá, Bauru",170 m² tot.,4 quartos,3 ban.,2 vagas
4199,R$ 600.000,"Vila Brunhari, Bauru",242 m² tot.,3 quartos,4 ban.,3 vagas
4200,R$ 120.000,"Jardim Eldorado, Bauru",120 m² tot.,1 quarto,1 banheiro,1 vaga
4201,R$ 89.000,"Jardim TV, Bauru",150 m² tot.,1 quarto,,2 vagas
4202,R$ 140.000,"Ferradura Mirim, Bauru",200 m² tot.,2 quartos,1 banheiro,2 vagas
4203,R$ 140.799,"Jardim Eldorado, Bauru",140 m² tot.,2 quartos,1 banheiro,
4204,R$ 245.000,"Vila Cordeiro, Bauru",142 m² tot.,2 quartos,2 ban.,2 vagas
4205,R$ 330.000,"Vila Paraíso, Bauru",200 m² tot.,3 quartos,1 banheiro,2 vagas
4206,R$ 111.000,"Jardim Godoy, Bauru",210 m² tot.,1 quarto,,1 vaga
4207,R$ 299.000,"Jardim Prudência, Bauru",300 m² tot.,3 quartos,2 ban.,2 vagas
4208,R$ 580.899,"Jardim Eldorado, Bauru",300 m² tot.,3 quartos,3 ban.,3 vagas
4209,R$ 850.000,"Vila Coralina, Bauru",200 m² tot.,3 quartos,3 ban.,2 vagas
4210,R$ 175.199,"Parque Paulista, Bauru",144 m² tot.,2 quartos,1 banheiro,1 vaga
4211,R$ 150.000,"Jardim Ivone, Bauru",120 m² tot.,2 quartos,1 banheiro,2 vagas
4212,R$ 120.000,"Jardim Eldorado, Bauru",250 m² tot.,1 quarto,1 banheiro,1 vaga
4213,R$ 385.000,"Vila Souto, Bauru",200 m² tot.,3 quartos,4 ban.,2 vagas
4214,R$ 521.000,"Jardim Solange, Bauru",180 m² tot.,3 quartos,,3 vagas
4215,R$ 550.299,"Parque União, Bauru",270 m² tot.,3 quartos,3 ban.,2 vagas
4216,R$ 289.955,"Vila Industrial, Bauru",150 m² tot.,2 quartos,1 banheiro,2 vagas
4217,R$ 280.000,"Parque Jaraguá, Bauru",250 m² tot.,2 quartos,2 ban.,2 vagas
4218,R$ 289.999,"Parque União, Bauru",300 m² tot.,2 quartos,2 ban.,2 vagas
4219,R$ 355.000,"Jardim Jandira, Bauru",150 m² tot.,2 quartos,2 ban.,2 vagas
4220,R$ 315.000,"Jardim Coral, Bauru",138 m² tot.,3 quartos,2 ban.,2 vagas
4221,R$ 2.700.000,"Vila Cardia, Bauru",996 m² tot.,3 quartos,,5 vagas
4222,R$ 500.000,"Jardim Solange, Bauru",180 m² tot.,3 quartos,2 ban.,4 vagas
4223,R$ 248.000,"Vila Seabra, Bauru",170 m² tot.,3 quartos,3 ban.,2 vagas
4224,R$ 550.199,"Vila Pacífico, Bauru",330 m² tot.,3 quartos,3 ban.,2 vagas
4225,R$ 285.000,"Jardim Ferraz, Bauru",130 m² tot.,2 quartos,1 banheiro,2 vagas
4226,R$ 350.000,"Vila Cardia, Bauru",440 m² tot.,3 quartos,2 ban.,
4227,R$ 393.000,"Vila Coralina, Bauru",210 m² tot.,1 quarto,1 banheiro,2 vagas
4228,R$ 1.300.000,"Residencial Tivoli II, Bauru",360 m² tot.,3 quartos,4 ban.,2 vagas
4229,R$ 550.000,"Jardim José Kalil, Bauru",300 m² tot.,3 quartos,2 ban.,2 vagas
4230,R$ 5.500.000,"Parque Residencial Paineiras, Bauru",2500 m² tot.,4 quartos,5 ban.,
4231,R$ 570.000,"Jardim Terra Branca, Bauru",207 m² tot.,3 quartos,2 ban.,4 vagas
4232,R$ 210.000,"Parque Santa Edwiges, Bauru",96 m² tot.,2 quartos,2 ban.,2 vagas
4233,R$ 690.000,"Jardim Terra Branca, Bauru",200 m² tot.,3 quartos,3 ban.,3 vagas
4234,R$ 485.000,"Núcleo Residencial Presidente Geisel, Bauru",200 m² tot.,3 quartos,3 ban.,2 vagas
4235,R$ 340.000,"Núcleo Residencial Perdizes, Bauru",200 m² tot.,3 quartos,2 ban.,3 vagas
4236,R$ 350.000,"Núcleo Residencial Presidente Geisel, Bauru",200 m² tot.,2 quartos,2 ban.,2 vagas
4237,R$ 230.000,"Núcleo Habitacional José Regino, Bauru",200 m² tot.,2 quartos,3 ban.,2 vagas
4238,R$ 385.000,"Núcleo Residencial Presidente Geisel, Bauru",200 m² tot.,3 quartos,3 ban.,1 vaga
4239,R$ 3.600.000,"Residencial Lago Sul, Bauru",450 m² tot.,4 quartos,6 ban.,3 vagas
4240,R$ 2.100.000,"Jardim Shangri-Lá, Bauru",637 m² tot.,4 quartos,6 ban.,6 vagas
4241,R$ 450.000,"Vila Nova Nipônica, Bauru",95 m² tot.,3 quartos,2 ban.,4 vagas
4242,R$ 950.000,"Jardim Terra Branca, Bauru",360 m² tot.,4 quartos,2 ban.,3 vagas
4243,R$ 585.000,"Jardim Terra Branca, Bauru",186 m² tot.,3 quartos,2 ban.,2 vagas
4244,R$ 240.000,"Pousada da Esperança I, Bauru",144 m² tot.,2 quartos,1 banheiro,1 vaga
4245,R$ 320.000,"Vale do Igapó, Bauru",250 m² tot.,3 quartos,3 ban.,6 vagas
4246,R$ 780.000,"Jardim Dona Lili, Bauru",216 m² tot.,3 quartos,1 banheiro,4 vagas
4247,R$ 485.000,"Núcleo Residencial Presidente Geisel, Bauru",200 m² tot.,3 quartos,3 ban.,2 vagas
4248,R$ 340.000,"Núcleo Residencial Perdizes, Bauru",200 m² tot.,3 quartos,2 ban.,3 vagas
4249,R$ 350.000,"Núcleo Residencial Presidente Geisel, Bauru",200 m² tot.,2 quartos,2 ban.,2 vagas
4250,R$ 230.000,"Núcleo Habitacional José Regino, Bauru",200 m² tot.,2 quartos,3 ban.,2 vagas
4251,R$ 385.000,"Núcleo Residencial Presidente Geisel, Bauru",200 m² tot.,3 quartos,3 ban.,1 vaga
4252,R$ 3.600.000,"Residencial Lago Sul, Bauru",450 m² tot.,4 quartos,6 ban.,3 vagas
4253,R$ 450.000,"Vila Nova Nipônica, Bauru",95 m² tot.,3 quartos,2 ban.,4 vagas
4254,R$ 950.000,"Jardim Terra Branca, Bauru",360 m² tot.,4 quartos,2 ban.,3 vagas
4255,R$ 585.000,"Jardim Terra Branca, Bauru",186 m² tot.,3 quartos,2 ban.,2 vagas
4256,R$ 240.000,"Pousada da Esperança I, Bauru",144 m² tot.,2 quartos,1 banheiro,1 vaga
4257,R$ 295.000,"Vila Jardim Celina, Bauru",200 m² tot.,3 quartos,2 ban.,2 vagas
4258,R$ 680.000,"Jardim Terra Branca, Bauru",252 m² tot.,3 quartos,2 ban.,2 vagas
4259,R$ 650.000,"Parque Jardim Europa, Bauru",363 m² tot.,3 quartos,3 ban.,2 vagas
4260,R$ 1.100.000,"Jardim Estoril IV, Bauru",560 m² tot.,3 quartos,2 ban.,4 vagas
4261,R$ 240.000,"Jardim Vânia Maria, Bauru",215 m² tot.,3 quartos,2 ban.,4 vagas
4262,R$ 690.000,"Vila Jardim Celina, Bauru",484 m² tot.,2 quartos,4 ban.,4 vagas
4263,R$ 550.000,"Núcleo Habitacional Mary Dota, Bauru",244 m² tot.,3 quartos,3 ban.,2 vagas
4264,R$ 285.000,"Parque Santa Cândida, Bauru",684 m² tot.,2 quartos,2 ban.,3 vagas
4265,R$ 400.000,"Jardim Terra Branca, Bauru",240 m² tot.,3 quartos,2 ban.,4 vagas
4266,R$ 320.000,"Jardim Ouro Verde, Bauru",300 m² tot.,4 quartos,1 banheiro,2 vagas
4267,R$ 210.000,"Parque Santa Edwiges, Bauru",144 m² tot.,2 quartos,2 ban.,2 vagas
4268,R$ 650.000,"Jardim Bela Vista, Bauru",242 m² tot.,2 quartos,4 ban.,3 vagas
4269,R$ 380.000,"Jardim Terra Branca, Bauru",186 m² tot.,2 quartos,2 ban.,2 vagas
4270,R$ 360.000,"Parque São João, Bauru",234 m² tot.,3 quartos,2 ban.,2 vagas
4271,R$ 450.000,"Vila Santa Luzia, Bauru",181 m² tot.,3 quartos,3 ban.,2 vagas
4272,R$ 360.000,"Pousada da Esperança II, Bauru",253 m² tot.,2 quartos,3 ban.,3 vagas
4273,R$ 690.000,"Jardim Terra Branca, Bauru",300 m² tot.,3 quartos,4 ban.,2 vagas
4274,R$ 450.000,"Vila Jardim Celina, Bauru",127 m² tot.,3 quartos,2 ban.,2 vagas
4275,R$ 450.000,"Vila Jardim Celina, Bauru",127 m² tot.,3 quartos,2 ban.,2 vagas
4276,R$ 350.000,"Residencial Parque Granja Cecília A, Bauru",350 m² tot.,3 quartos,2 ban.,2 vagas
4277,R$ 980.000,"Parque Jardim Europa, Bauru",330 m² tot.,3 quartos,5 ban.,4 vagas
4278,R$ 529.000,"Jardim Terra Branca, Bauru",180 m² tot.,3 quartos,2 ban.,2 vagas
4279,R$ 550.000,"Parque das Nações, Bauru",450 m² tot.,3 quartos,3 ban.,3 vagas
4280,R$ 320.000,"Parque Vista Alegre, Bauru",200 m² tot.,3 quartos,2 ban.,1 vaga
4281,R$ 340.000,"Parque São João, Bauru",187 m² tot.,4 quartos,2 ban.,2 vagas
4282,R$ 2.490.000,"Residencial Villa Lobos, Bauru",1000 m² tot.,4 quartos,6 ban.,6 vagas
4283,R$ 560.000,"Parque Vista Alegre, Bauru",250 m² tot.,4 quartos,3 ban.,2 vagas
4284,R$ 700.000,"Parque Jardim Europa, Bauru",260 m² tot.,3 quartos,4 ban.,2 vagas
4285,R$ 320.000,"Vale do Igapó, Bauru",250 m² tot.,3 quartos,3 ban.,6 vagas
4286,R$ 780.000,"Jardim Dona Lili, Bauru",216 m² tot.,3 quartos,1 banheiro,4 vagas
4287,R$ 520.000,"Jardim Vânia Maria, Bauru",375 m² tot.,3 quartos,3 ban.,1 vaga
4288,R$ 520.000,"Parque Jardim Europa, Bauru",242 m² tot.,3 quartos,2 ban.,2 vagas
4289,R$ 380.000,"Residencial Francisco Lemos de Almeida, Bauru",250 m² tot.,3 quartos,2 ban.,2 vagas
4290,R$ 237.000,"Jardim Nova Esperança, Bauru",130 m² tot.,3 quartos,2 ban.,2 vagas
4291,R$ 240.599,"Parque Val de Palmas, Bauru",145 m² tot.,2 quartos,1 banheiro,1 vaga
4292,R$ 287.000,"Vila Jardim Celina, Bauru",162 m² tot.,1 quarto,1 banheiro,2 vagas
4293,R$ 280.799,"Parque Val de Palmas, Bauru",340 m² tot.,3 quartos,2 ban.,2 vagas
4294,R$ 1.350.000,"Samambaia Parque Residencial, Bauru",560 m² tot.,4 quartos,4 ban.,6 vagas
4295,R$ 325.000,"Jardim Vânia Maria, Bauru",154 m² tot.,2 quartos,3 ban.,2 vagas
4296,R$ 330.000,"Jardim Ouro Verde, Bauru",300 m² tot.,3 quartos,2 ban.,2 vagas
